Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R),Track ID
55.312,0,83.241,66.033,64.676,9.45,0,49.888,0,86.357,63.401,62.863,11.686,0,1689
61.275,0,79.869,65.291,57.287,8.731,0,51.301,0,82.731,61.367,0,0,0,1689
65.373,0,81.625,62.103,60.009,13.097,15.51,56.83,0,85.403,0,0,0,0,1689
59.489,0,87.393,62.887,55.229,10.222,15.966,56.159,0,88.378,58.615,54.559,5.212,13.793,1689
63.629,0,89.833,70.573,59.762,9.602,6.265,64.211,0,87.976,67.887,56.336,10.356,12.573,1689
58.551,0,74.094,64.425,55.573,10.099,0,70.903,0,77.734,65.945,61.343,8.547,0,1689
0,0,74.117,66.55,54.277,11.641,10.029,64.722,0,76.891,65.802,60.542,8.037,13.424,1689
52.49,0,74.46,72.959,59.224,11.148,13.596,66.936,0,76.513,64.798,64.099,7.055,17.267,1689
47.112,0,70.83,66.902,52.198,9.373,8.981,60.177,0,73.977,63.331,58.092,9.074,15.68,1689
42.123,0,69.957,67.879,60.742,10.053,12.217,46.958,0,72.803,62.878,63.722,9.269,17.532,1689
0,0,88.942,57.067,84.851,7.35,55.266,0,0,84.922,56.248,83.917,8.298,55.558,1689
0,0,76.562,56.347,84.411,7.92,39.455,0,0,79.958,56.253,87.547,7.887,44.624,1689
0,0,70.321,54.217,62.395,8.515,0,42.846,0,71.661,0,0,2.466,0,1689
42.026,0,65.548,54.703,0,0,0,35.232,0,69.378,0,0,0,0,1689
0,0,68.07,0,0,0,0,0,0,72.114,0,0,0,0,1689
0,0,65.238,0,0,0,0,0,0,67.881,0,0,0,0,1689
48.153,0,65.761,52.415,49.217,4.295,15.227,45.942,0,67.538,0,0,0,0,1689
39.345,0,66.174,54.05,56.245,4.866,8.21,33.283,0,68.933,56.157,52.631,6.809,16.234,1689
20.958,29.799,42.407,30,44.371,3.175,31.849,20.884,28.68,39.956,33.256,42.229,0,0,2387
0,0,62.709,49.944,66.915,0,0,0,0,65.56,51.073,65.751,0,0,1689
41.532,0,65.408,52.416,54.733,6.967,15.505,42.36,0,65.164,54.655,55.766,3.539,0,1689
0,0,66.145,52.677,57.181,7.079,19.014,0,0,63.797,53.706,61.848,5.536,23.126,1689
35.807,0,63.768,50.876,66.102,3.917,18.794,0,0,64.684,51.509,70.192,7.179,23.303,1689
26.958,25.823,49.767,39.19,0,0,0,25.053,26.262,50.322,35.917,60.277,0,0,2372
30.057,26.603,54.619,37.154,0,0,0,30.868,23.17,56.34,31.688,67.299,6.731,34.099,2372
34.891,34.337,79.778,42.954,99.892,0,0,36.298,36.372,69.302,44.812,81.148,5.921,47.996,2372
30.221,28.288,60.388,49.876,76.542,0,0,29.251,30.634,59.036,43.29,64.108,0,0,2372
35.59,45.502,90.908,52.346,97.639,6.289,58.668,46.812,42.463,77.718,51.756,88.446,7.003,55.51,2372
32.827,39.462,69.167,0,0,0,0,35.735,36.101,59.531,0,0,0,0,2372
48.133,41.643,99.429,72.312,80.321,0,0,51.401,54.762,85.387,69.015,0,0,0,2414
36.677,0,57.298,51.786,61.363,9.048,13.4,36.445,0,58.65,52.995,60.346,8.286,0,1689
52.462,49.866,95.056,78.778,88.42,0,0,44.28,0,93.09,0,0,0,0,2414
39.052,0,62.59,51.168,57.811,7.385,0,35.219,0,63.7,51.341,56.655,9.832,0,1689
57.708,46.907,106.758,91.527,85.311,0,0,0,0,101.403,0,0,0,0,2414
0,0,63.646,49.734,56.345,7.238,0,0,0,64.805,0,0,0,0,1689
0,0,73.638,51.051,52.494,6.405,0,32,0,68.755,50.828,52.899,3.716,0,1689
35.615,0,66.981,51.89,55.191,6.863,0,44.996,0,66.559,49.967,50.319,8.511,0,1689
0,0,64.8,52.85,52.588,5.41,17.273,38.896,0,64.916,51.497,0,0,0,1689
0,0,69.007,54.647,54.154,5.336,11.542,0,0,69.074,50.482,54.2,4.773,0,1689
0,0,69.329,54.047,52.089,5.919,10.31,0,0,66.243,51.901,52.191,4.815,17.948,1689
40.555,0,64.435,52.784,57.551,4.314,9.306,33.492,0,62.744,54.361,56.603,3.334,0,1689
0,0,60.816,50.481,58.46,7.844,0,37.241,0,60.687,51.1,57.619,0,0,1689
39.498,0,66.325,52.958,50.837,4.975,5.699,57.193,0,65.811,54.763,51.914,2.974,0,1689
36.384,0,66.51,52.875,54.606,12.262,14.231,38.01,0,63.487,52.412,58.357,4.376,21.091,1689
33.496,0,66.023,55.554,47.28,8.777,10.964,0,0,65.609,54.167,55.509,5.771,0,1689
0,0,68.138,51.723,52.916,3.287,10.437,39.044,0,66.563,49.998,54.336,8.422,14.319,1689
0,0,66.147,48.108,60.095,7.148,27.073,0,0,63.566,48.353,58.887,5.696,34.491,1689
0,0,66.115,53.556,63.258,10.161,18.746,34.606,0,66.153,51.932,64.981,7.017,22.946,1689
0,0,66.893,50.687,51.244,7.796,0,45.788,0,66.087,56.533,52.606,8.402,0,1689
36.54,0,63.9,53.296,48.254,3.058,0,30.708,0,64.064,51.249,49.623,5.975,0,1689
0,0,64.681,56.073,52.016,9.113,8.596,0,0,65.486,58.025,58.109,7.476,0,1689
0,0,65.567,53.135,53.592,5.259,9.046,0,0,66.241,56.721,57.84,7.683,0,1689
30.709,0,65.832,50.833,49.45,4.981,15.001,0,0,66.127,50.851,51.201,4.526,17.5,1689
0,0,67.576,48.661,53.146,5.79,20.809,0,0,68.517,51.764,57.463,5.093,27.055,1689
0,0,71.802,51.938,60.773,7.952,0,33.089,0,66.161,51.021,64.354,8.904,0,1689
0,0,64.524,52.34,55.513,5.308,10.721,41.229,0,61.454,55.384,54.992,4.585,16.813,1689
0,0,92.528,73.294,69.365,7.724,21.837,54.464,58.028,105.997,76.012,71.95,12.074,0,2479
0,0,90.971,69.747,65.234,12.52,25.893,54.843,57.973,103.663,81.9,82.972,12.768,26.336,2479
0,0,93.672,67.617,78.536,6.989,32.417,55.405,56.946,105.346,73.559,71.37,9.437,40.147,2479
0,0,85.681,72.156,69.612,11.357,25.611,44.226,58.485,102.047,73.606,79.575,6.392,37.259,2479
46.228,38.383,88.415,0,0,0,0,42.735,67.204,97.804,63.051,66.55,6.716,32.039,2534
0,0,88.818,62.16,81.879,7.929,0,47.202,51.037,95.529,0,0,0,0,2534
44.318,59.264,91.33,74.439,76.523,0,0,52.334,68.982,93.193,63.157,69.046,14.426,52.255,2534
49.064,40.391,84.544,88.663,76.782,11.505,0,42.868,67.74,91.288,65.734,67.481,8.466,44.897,2534
42.505,37.101,80.795,72.636,67.484,10.855,25.091,41.551,49.67,91.06,60.661,68.593,9.158,38.03,2534
44.246,37.32,90.205,67.499,54.998,9.022,29.308,43.091,55.333,96.669,64.729,52.663,8.073,32.157,2534
46.942,0,85.463,65.551,63.844,10.902,19.12,47.071,74.35,96.75,73.588,64.241,10.657,24.75,2534
48.25,50.121,85.071,68.54,81.721,12.871,51.753,48.101,34.722,98.244,69.474,86.041,6.85,60.506,2534
46.849,66.684,90.41,64.668,120.094,12.889,57.075,66.168,99.288,96.197,71.005,91.823,6.764,76.068,2534
