,Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R)
760,56.715,66.3285,94.213,73.297,65.133,8.192,19.19,49.672,64.673,94.371,72.236,62.29,9.614,19.969
761,59.626,66.3285,91.948,70.677,76.301,13.59,26.903,49.672,64.673,97.878,74.759,71.239,11.651,20.798
762,59.646,70.295,101.651,75.753,95.602,16.906,67.892,69.276,56.527,123.383,77.238,101.579,11.44,76.855
763,45.46,59.494,105.376,87.693,100.602,16.498,69.896,68.893,56.643,129.069,85.99,98.088,16.635,77.282
765,45.46,59.494,107.896,91.327,107.181,16.67,67.64,70.728,59.447,134.631,90.274,83.171,14.97,88.78
766,45.46,59.494,120.741,95.576,137.095,12.91,69.876,87.82,69.606,131.481,96.673,131.092,11.634,72.6635
767,41.325,35.679,81.418,69.555,72.832,14.49,21.205,39.386,64.673,80.382,69.638,78.924,11.096,20.798
768,43.726,66.3285,77.831,63.858,73.248,11.5,17.902,43.225,64.673,77.026,64.183,73.475,7.012,20.798
769,55.536,66.3285,95.568,66.925,66.468,10.831,17.5,58.365,64.673,87.196,65.663,65.926,8.581,20.798
770,55.536,66.3285,84.379,66.705,69.862,8.217,17.5,50.126,64.673,84.551,65.663,65.926,8.581,20.798
771,66.259,66.3285,87.77,70.31,71.501,9.006,17.5,49.636,64.673,91.481,65.663,65.926,8.581,20.798
772,67.974,66.3285,80.753,66.258,64.471,5.84,19.876,49.473,64.673,84.613,65.663,62.601,6.595,20.505
773,62.027,66.3285,83.147,65.011,56.169,6.297,18.699,58.617,64.673,84.329,64.759,55.967,5.047,19.496
779,44.872,66.3285,81.445,73.172,66.336,9.66,14.006,52.561,64.673,79.109,71.52,69.499,8.446,17.322
780,42.531,66.3285,82.564,67.745,65.916,5.111,17.083,49.672,64.673,80.933,64.536,69.721,4.848,20.798
781,54.216,66.3285,82.223,66.758,65.934,7.418,17.5,61.431,64.673,78.041,65.663,65.926,8.581,20.798
782,40.097,66.3285,82.443,61.382,60.096,7.282,14.968,58.923,64.673,81.062,64.696,58.906,7.89,23.04
783,55.536,66.3285,76.361,64.563,65.805,10.053,17.5,49.672,64.673,75.047,65.663,65.926,8.581,20.798
784,60.202,66.3285,78.9,64.681,61.429,15.047,18.946,67.912,64.673,82.512,71.45,66.426,6.537,20.798
786,49.88,66.3285,75.121,69.995,61.804,15.226,17.5,49.672,64.673,78.466,68.833,68.394,7.958,20.798
788,43.682,66.3285,79.192,78.122,66.777,12.658,17.5,49.672,64.673,79.262,64.515,68.792,7.017,20.798
790,38.887,66.3285,78.737,65.081,63.239,10.448,17.527,41.58,64.673,81.077,65.626,61.101,14.753,23.937
792,47.679,66.3285,78.208,66.426,65.694,9.89,16.455,41.775,64.673,80.078,66.613,65.381,11.18,17.698
793,46.049,66.3285,80.152,62.96,68.548,8.56,17.819,48.63,64.673,81.349,63.208,66.898,10.496,19.28
795,55.536,66.3285,82.901,59.783,69.488,8.673,17.5,55.145,64.673,82.913,65.663,65.926,8.581,20.798
797,52.023,66.3285,87.571,59.452,64.663,9.656,24.777,59.915,64.673,87.324,57.402,77.889,9.9,20.798
799,55.536,66.3285,94.255,66.387,65.036,11.995,21.248,49.672,64.673,91.239,65.663,65.926,8.581,20.798
801,68.548,66.3285,89.111,59.398,62.39,12.744,25.039,49.672,64.673,89.69,59.77,65.817,8.581,20.798
803,61.263,66.3285,89.168,59.489,58.786,14.827,20.523,59.563,64.673,93.258,60.364,54.663,9.123,14.957
805,60.721,66.3285,88.153,61.789,60.748,8.267,11.971,60.666,64.673,89.051,60.247,55.235,7.985,14.759
807,64.066,66.3285,81.588,64.943,60.598,13.036,18.509,49.672,64.673,85.081,69.297,64.225,7.569,20.798
808,51.885,66.3285,85.439,60.265,60.85,14.995,24.943,47.757,64.673,90.161,66.227,65.059,4.729,25.234
810,61.739,66.3285,80.736,59.654,55.079,11.655,18.008,49.672,64.673,89.069,65.662,67.32,6.649,25.906
813,55.312,66.3285,83.241,66.033,64.676,9.45,17.5,49.888,64.673,86.357,63.401,62.863,11.686,20.798
814,61.275,66.3285,79.869,65.291,57.287,8.731,17.5,51.301,64.673,82.731,61.367,65.926,8.581,20.798
815,65.373,66.3285,81.625,62.103,60.009,13.097,15.51,56.83,64.673,85.403,65.663,65.926,8.581,20.798
816,59.489,66.3285,87.393,62.887,55.229,10.222,15.966,56.159,64.673,88.378,58.615,54.559,5.212,13.793
817,63.629,66.3285,89.833,70.573,59.762,9.602,6.265,64.211,64.673,87.976,67.887,56.336,10.356,12.573
818,58.551,66.3285,74.094,64.425,55.573,10.099,17.5,70.903,64.673,77.734,65.945,61.343,8.547,20.798
819,55.536,66.3285,74.117,66.55,54.277,11.641,10.029,64.722,64.673,76.891,65.802,60.542,8.037,13.424
820,52.49,66.3285,74.46,72.959,59.224,11.148,13.596,66.936,64.673,76.513,64.798,64.099,7.055,17.267
821,47.112,66.3285,70.83,66.902,52.198,9.373,8.981,60.177,64.673,73.977,63.331,58.092,9.074,15.68
822,42.123,66.3285,69.957,67.879,60.742,10.053,12.217,46.958,64.673,72.803,62.878,63.722,9.269,17.532
823,55.536,66.3285,88.942,57.067,84.851,7.35,55.266,49.672,64.673,84.922,56.248,83.917,8.298,55.558
824,55.536,66.3285,76.562,56.347,84.411,7.92,39.455,49.672,64.673,79.958,56.253,87.547,7.887,44.624
825,55.536,66.3285,70.321,54.217,62.395,8.515,17.5,42.846,64.673,71.661,65.663,65.926,2.466,20.798
826,42.026,66.3285,65.548,54.703,65.805,10.053,17.5,35.232,64.673,69.378,65.663,65.926,8.581,20.798
827,55.536,66.3285,68.07,66.716,65.805,10.053,17.5,49.672,64.673,72.114,65.663,65.926,8.581,20.798
828,55.536,66.3285,65.238,66.716,65.805,10.053,17.5,49.672,64.673,67.881,65.663,65.926,8.581,20.798
829,48.153,66.3285,65.761,52.415,49.217,4.295,15.227,45.942,64.673,67.538,65.663,65.926,8.581,20.798
830,39.345,66.3285,66.174,54.05,56.245,4.866,8.21,33.283,64.673,68.933,56.157,52.631,6.809,16.234
832,55.536,66.3285,62.709,49.944,66.915,10.053,17.5,49.672,64.673,65.56,51.073,65.751,8.581,20.798
833,41.532,66.3285,65.408,52.416,54.733,6.967,15.505,42.36,64.673,65.164,54.655,55.766,3.539,20.798
834,55.536,66.3285,66.145,52.677,57.181,7.079,19.014,49.672,64.673,63.797,53.706,61.848,5.536,23.126
835,35.807,66.3285,63.768,50.876,66.102,3.917,18.794,49.672,64.673,64.684,51.509,70.192,7.179,23.303
836,26.958,25.823,49.767,39.19,97.639,6.289,58.668,25.053,26.262,50.322,35.917,60.277,6.731,47.996
837,30.057,26.603,54.619,37.154,97.639,6.289,58.668,30.868,23.17,56.34,31.688,67.299,6.731,34.099
838,34.891,34.337,79.778,42.954,99.892,6.289,58.668,36.298,36.372,69.302,44.812,81.148,5.921,47.996
839,30.221,28.288,60.388,49.876,76.542,6.289,58.668,29.251,30.634,59.036,43.29,64.108,6.731,47.996
840,35.59,45.502,90.908,52.346,97.639,6.289,58.668,46.812,42.463,77.718,51.756,88.446,7.003,55.51
841,32.827,39.462,69.167,42.954,97.639,6.289,58.668,35.735,36.101,59.531,43.29,67.299,6.731,47.996
843,36.677,66.3285,57.298,51.786,61.363,9.048,13.4,36.445,64.673,58.65,52.995,60.346,8.286,20.798
845,39.052,66.3285,62.59,51.168,57.811,7.385,17.5,35.219,64.673,63.7,51.341,56.655,9.832,20.798
847,55.536,66.3285,63.646,49.734,56.345,7.238,17.5,49.672,64.673,64.805,65.663,65.926,8.581,20.798
848,55.536,66.3285,73.638,51.051,52.494,6.405,17.5,32,64.673,68.755,50.828,52.899,3.716,20.798
849,35.615,66.3285,66.981,51.89,55.191,6.863,17.5,44.996,64.673,66.559,49.967,50.319,8.511,20.798
850,55.536,66.3285,64.8,52.85,52.588,5.41,17.273,38.896,64.673,64.916,51.497,65.926,8.581,20.798
851,55.536,66.3285,69.007,54.647,54.154,5.336,11.542,49.672,64.673,69.074,50.482,54.2,4.773,20.798
852,55.536,66.3285,69.329,54.047,52.089,5.919,10.31,49.672,64.673,66.243,51.901,52.191,4.815,17.948
853,40.555,66.3285,64.435,52.784,57.551,4.314,9.306,33.492,64.673,62.744,54.361,56.603,3.334,20.798
854,55.536,66.3285,60.816,50.481,58.46,7.844,17.5,37.241,64.673,60.687,51.1,57.619,8.581,20.798
855,39.498,66.3285,66.325,52.958,50.837,4.975,5.699,57.193,64.673,65.811,54.763,51.914,2.974,20.798
856,36.384,66.3285,66.51,52.875,54.606,12.262,14.231,38.01,64.673,63.487,52.412,58.357,4.376,21.091
857,33.496,66.3285,66.023,55.554,47.28,8.777,10.964,49.672,64.673,65.609,54.167,55.509,5.771,20.798
858,55.536,66.3285,68.138,51.723,52.916,3.287,10.437,39.044,64.673,66.563,49.998,54.336,8.422,14.319
859,55.536,66.3285,66.147,48.108,60.095,7.148,27.073,49.672,64.673,63.566,48.353,58.887,5.696,34.491
860,55.536,66.3285,66.115,53.556,63.258,10.161,18.746,34.606,64.673,66.153,51.932,64.981,7.017,22.946
861,55.536,66.3285,66.893,50.687,51.244,7.796,17.5,45.788,64.673,66.087,56.533,52.606,8.402,20.798
862,36.54,66.3285,63.9,53.296,48.254,3.058,17.5,30.708,64.673,64.064,51.249,49.623,5.975,20.798
863,55.536,66.3285,64.681,56.073,52.016,9.113,8.596,49.672,64.673,65.486,58.025,58.109,7.476,20.798
864,55.536,66.3285,65.567,53.135,53.592,5.259,9.046,49.672,64.673,66.241,56.721,57.84,7.683,20.798
865,30.709,66.3285,65.832,50.833,49.45,4.981,15.001,49.672,64.673,66.127,50.851,51.201,4.526,17.5
866,55.536,66.3285,67.576,48.661,53.146,5.79,20.809,49.672,64.673,68.517,51.764,57.463,5.093,27.055
867,55.536,66.3285,71.802,51.938,60.773,7.952,17.5,33.089,64.673,66.161,51.021,64.354,8.904,20.798
868,55.536,66.3285,64.524,52.34,55.513,5.308,10.721,41.229,64.673,61.454,55.384,54.992,4.585,16.813
873,46.228,38.383,88.415,68.0195,76.6525,10.902,29.308,42.735,67.204,97.804,63.051,66.55,6.716,32.039
874,46.5385,40.391,88.818,62.16,81.879,7.929,29.308,47.202,51.037,95.529,65.2315,68.037,8.2695,41.4635
875,44.318,59.264,91.33,74.439,76.523,10.902,29.308,52.334,68.982,93.193,63.157,69.046,14.426,52.255
876,49.064,40.391,84.544,88.663,76.782,11.505,29.308,42.868,67.74,91.288,65.734,67.481,8.466,44.897
877,42.505,37.101,80.795,72.636,67.484,10.855,25.091,41.551,49.67,91.06,60.661,68.593,9.158,38.03
878,44.246,37.32,90.205,67.499,54.998,9.022,29.308,43.091,55.333,96.669,64.729,52.663,8.073,32.157
879,46.942,40.391,85.463,65.551,63.844,10.902,19.12,47.071,74.35,96.75,73.588,64.241,10.657,24.75
880,48.25,50.121,85.071,68.54,81.721,12.871,51.753,48.101,34.722,98.244,69.474,86.041,6.85,60.506
881,46.849,66.684,90.41,64.668,120.094,12.889,57.075,66.168,99.288,96.197,71.005,91.823,6.764,76.068
